test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,tcp_server_load_test,00:00:35,global information,3050,3050,0,87.14,0.98,2.48,26.87,2.26,2.8,4.23,6.32,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,tcp_server_load_test,00:00:35,client_step,3050,3050,0,87.14,0.96,2.4,22.46,2.18,2.71,4.12,6.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
