test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,tcp_server_load_test,00:00:35,global information,3050,3043,7,86.94,0.62,4.22,77.83,3.93,5.19,8.56,12.28,3.38,0,0,0,0,0.2,19.46,34.58,60.88,28.24,32.21,60.9,60.9,13.78,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,tcp_server_load_test,00:00:35,client_step,3050,3043,7,86.94,0.62,4.04,77.81,3.76,5.05,8.29,11.55,3.29,0,0,0,0,0.2,1.31,3.21,5.96,2.86,3.11,5.96,5.96,1.71,0,0,0,0
